Date,source_sheet,Bird,Feeder Visits
2025-12-19,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-20,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-21,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-22,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-23,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-24,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-25,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-26,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-27,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-28,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-29,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-30,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-31,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-01,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-02,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-03,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-04,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-05,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-06,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-07,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-08,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-09,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-10,"Auburn, AL 36830 Daily Sum",Purple Finch,
2026-01-11,"Auburn, AL 36830 Daily Sum",Purple Finch,
2025-12-02,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-03,"Auburn, AL 36830 Daily Sum",Blue Jay,1.0
2025-12-04,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-05,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-06,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-07,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-08,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-09,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-10,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-11,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-12,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-13,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-14,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-15,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-16,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-17,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-18,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-19,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-20,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-21,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-22,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-23,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-24,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-25,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-26,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-27,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-28,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-29,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-30,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-12-31,"Auburn, AL 36830 Daily Sum",Blue Jay,
2026-01-01,"Auburn, AL 36830 Daily Sum",Blue Jay,
2026-01-02,"Auburn, AL 36830 Daily Sum",Blue Jay,3.0
2026-01-03,"Auburn, AL 36830 Daily Sum",Blue Jay,1.0
2026-01-04,"Auburn, AL 36830 Daily Sum",Blue Jay,1.0
2026-01-05,"Auburn, AL 36830 Daily Sum",Blue Jay,
2026-01-06,"Auburn, AL 36830 Daily Sum",Blue Jay,5.0
2026-01-07,"Auburn, AL 36830 Daily Sum",Blue Jay,
2026-01-08,"Auburn, AL 36830 Daily Sum",Blue Jay,3.0
2026-01-09,"Auburn, AL 36830 Daily Sum",Blue Jay,1.0
2026-01-10,"Auburn, AL 36830 Daily Sum",Blue Jay,
2026-01-11,"Auburn, AL 36830 Daily Sum",Blue Jay,
2025-11-24,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,1.0
2025-12-02,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-03,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-04,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-05,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-06,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-07,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-08,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-09,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-10,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-11,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-12,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-13,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-14,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-15,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-16,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-17,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-18,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-19,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-20,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-21,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-22,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-23,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-24,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-25,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-26,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-27,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,1.0
2025-12-28,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-29,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-30,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-12-31,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-01,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-02,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-03,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-04,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-05,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-06,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-07,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-08,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-09,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-10,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2026-01-11,"Auburn, AL 36830 Daily Sum",Dark-eyed Junco,
2025-11-14,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,1.0
2025-12-02,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-03,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-04,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-05,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-06,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-07,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-08,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-09,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-10,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-11,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-12,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-13,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-14,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-15,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-16,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-17,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-18,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-19,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-20,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-21,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-22,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-23,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-24,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-25,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-26,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-27,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-28,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-29,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-30,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-31,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-01,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-02,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-03,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-04,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-05,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-06,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-07,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-08,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-09,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-10,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2026-01-11,"Auburn, AL 36830 Daily Sum",Brown Headed Nuthatch,
2025-12-02,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-03,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-04,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-05,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-06,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-07,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-08,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-09,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-10,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-11,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-12,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-13,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-14,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-15,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-16,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-17,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-18,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-19,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-20,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-21,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-22,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-23,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-24,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-25,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-26,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-27,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-28,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-29,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-30,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-31,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-01,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-02,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-03,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-04,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-05,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-06,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-07,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-08,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-09,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-10,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2026-01-11,"Auburn, AL 36830 Daily Sum",Indigo Bunting,
2025-12-02,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-03,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-04,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-05,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-06,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-07,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-08,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-09,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-10,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-11,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-12,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-13,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-14,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-15,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-16,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-17,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-18,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-19,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-20,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-21,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-22,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-23,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-24,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-25,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-26,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-27,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-28,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-29,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-30,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2025-12-31,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-01,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-02,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-03,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-04,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-05,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-06,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-07,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-08,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-09,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-10,"Auburn, AL 36830 Daily Sum",American Goldfinch,
2026-01-11,"Auburn, AL 36830 Daily Sum",American Goldfinch,1.0
2025-12-02,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-03,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-04,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-05,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-06,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-07,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,1.0
2025-12-08,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-09,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-10,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-11,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-12,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-13,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-14,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-15,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-16,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-17,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-18,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-19,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-20,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-21,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-22,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-23,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-24,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-25,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-26,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-27,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-28,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-29,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-12-30,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,1.0
2025-12-31,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-01,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-02,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-03,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-04,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-05,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-06,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-07,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-08,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,1.0
2026-01-09,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-10,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2026-01-11,"Auburn, AL 36830 Daily Sum",Brown Headed Cowbird,
2025-11-02,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,1.0
2025-11-07,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,1.0
2025-11-28,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,1.0
2025-12-02,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-03,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-04,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-05,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-06,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-07,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-08,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-09,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-10,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-11,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,1.0
2025-12-12,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-13,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-14,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-15,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-16,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-17,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-18,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-19,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-20,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-21,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-22,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-23,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-24,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-25,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-26,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-27,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-28,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,1.0
2025-12-29,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-30,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-31,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-01,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-02,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-03,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-04,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-05,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-06,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-07,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-08,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-09,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-10,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2026-01-11,"Auburn, AL 36830 Daily Sum",Red-bellied Woodpecker,
2025-12-02,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-03,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-04,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-05,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-06,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-07,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-08,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-09,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-10,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-11,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-12,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-13,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-14,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-15,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-16,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-17,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-18,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-19,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-20,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-21,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-22,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-23,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-24,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-25,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-26,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-27,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-28,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-29,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-30,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-31,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-01,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-02,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-03,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-04,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-05,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,1.0
2026-01-06,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-07,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-08,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-09,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-10,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2026-01-11,"Auburn, AL 36830 Daily Sum",Yellow Rumped Warbler,
2025-12-02,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-03,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-04,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-05,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-06,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-07,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-08,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-09,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-10,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-11,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-12,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-13,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-14,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-15,"Auburn, AL 36830 Daily Sum",House Sparrow,
2025-12-16,"Auburn, AL 36830 Daily Sum",House Sparrow,
